-9.998207123043275635e-01,-1.893523824162574032e-02,5.448831829968968886e-03,-5.232285857200622559e-01
-9.999738623747035371e-01,7.230115311490850107e-03,-2.594424003448718707e-01,-1.111757993698120117e+00
-9.958513106424754513e-01,9.099542346548984695e-02,-6.906942988308888420e-01,-1.159596681594848633e+00
-9.758177049598149022e-01,2.185859251803731751e-01,-9.160842040608874193e-01,1.715067148208618164e+00
-9.739827648121982540e-01,2.266220947939235342e-01,3.856520562782680961e-01,-1.665350675582885742e+00
-9.807005132732349306e-01,1.955159923525784105e-01,1.158845374306137627e-01,-1.296935319900512695e+00
-9.812063506231484267e-01,1.929613886164875391e-01,-3.347415666162235209e-02,1.724313259124755859e+00
-9.966691431590954942e-01,8.155132785255209127e-02,1.121225969108581078e+00,-1.363308787345886230e+00
-9.993319401169603600e-01,-3.654686665190128719e-02,5.880939364530708424e-01,1.387688994407653809e+00
-9.850803092938684724e-01,-1.720952766391232736e-01,1.038392901673617974e+00,7.741592526435852051e-01
-9.500483905494140346e-01,-3.121026363465521092e-01,8.887338140801515074e-01,-1.462041378021240234e+00
-9.515858574771830503e-01,-3.073830767127789798e-01,-5.011381564741639316e-01,-5.553904175758361816e-01
-9.888445774115299791e-01,-1.489510044404289135e-01,-1.344139334456616153e+00,1.741904854774475098e+00
-9.999991543914222847e-01,-1.300467777487145224e-03,-7.690459686068673584e-01,-1.929711937904357910e+00
-9.814750952672597339e-01,1.915897632185067090e-01,-1.511967396003564446e+00,1.188713192939758301e+00
-9.508084971754585668e-01,3.097792790019144871e-01,-4.291646189150661872e-01,-3.676637411117553711e-01
-9.477405920006040096e-01,3.190419569184351212e-01,1.226575803581834156e-01,-9.936547875404357910e-01
-9.608021543758639149e-01,2.772349547706755568e-01,3.676324197322806131e-01,1.676563620567321777e-01
-9.871330988576962895e-01,1.599007352691089734e-01,9.937445019635675614e-01,-1.007574319839477539e+00
-9.996100612708297417e-01,2.792356363589573384e-02,7.951564774362964716e-01,7.904392480850219727e-01
