-9.998207123043275635e-01,-1.893523824162574032e-02,5.448831829968968886e-03,-1.358336091041564941e+00
-9.990477300216858980e-01,4.363064448889723834e-02,-6.166276043679410623e-01,6.115940213203430176e-01
-9.954544857527872770e-01,9.523847329023030217e-02,-1.933287069040021122e-01,7.491455078125000000e-01
-9.975848157848673514e-01,6.945887499428970990e-02,3.522635227653210244e-01,-4.219259321689605713e-01
-9.997459253866615159e-01,2.254073363419545686e-02,2.812673986719722574e-01,-1.950308918952941895e+00
-9.980431388472397192e-01,6.252913720778070783e-02,-5.359477549048523581e-01,1.787446498870849609e+00
-9.988763793001051994e-01,4.739175958236160197e-02,4.217970149561746651e-01,1.173957228660583496e+00
-9.972447169464732086e-01,-7.418203638582940296e-02,9.784299191577088273e-01,3.612786829471588135e-01
-9.773225764696447104e-01,-2.117559480220932433e-01,8.663506612220317482e-01,-1.679731458425521851e-01
-9.600751618399537834e-01,-2.797421734704772511e-01,2.473325462807922925e-01,1.459540367126464844e+00
-9.999055086286136040e-01,-1.374677468184748799e-02,8.917730007820798277e-03,-2.463820576667785645e-01
-9.999991831311286772e-01,-1.278177247251752191e-03,-1.268518871876338217e-01,-1.734064579010009766e+00
-9.957064940104313200e-01,9.256661269299520933e-02,-8.571874636032200678e-01,4.967887997627258301e-01
-9.850555986183144874e-01,1.722366616917377080e-01,-3.520468607060079358e-01,-2.431040257215499878e-01
-9.807815211693600155e-01,1.951092200095017881e-01,-4.899043824641029221e-02,-2.562882378697395325e-02
-9.869202731109705251e-01,1.612091018601847781e-01,3.630214939428646481e-01,-1.835987567901611328e+00
-9.880031478484532226e-01,1.544337393238519873e-01,-1.176177144573200273e-01,1.308117389678955078e+00
-9.967137448633525132e-01,8.100438753840286110e-02,7.855365878345801356e-01,2.384740859270095825e-01
-9.982618082920188263e-01,-5.893523653595298534e-02,9.736234940960384332e-01,1.402814030647277832e+00
-9.698577505360133078e-01,-2.436717950958299517e-01,1.340277276743862434e+00,-1.213098526000976562e+00
-9.996906884630741841e-01,-2.487021110133095028e-02,5.288949197529044591e-03,-2.137598246335983276e-01
-9.999407739053745026e-01,-1.088341313746068496e-02,-1.399140127617175267e-01,-4.821357131004333496e-01
-9.994732202232284868e-01,3.245430721198407087e-02,-3.538606512088257605e-01,1.772390723228454590e+00
-9.999989494083459940e-01,-1.449545516437320859e-03,5.129284353387949524e-01,-9.062590599060058594e-01
-9.993964396979883036e-01,-3.473839833649904063e-02,6.523334571333957999e-02,6.086682081222534180e-01
-9.980153084793514928e-01,-6.297177177803532644e-02,2.440449764153344581e-01,-4.370994493365287781e-02
